id,title,original_title,language,overview,genres,keywords,cast,director,release_date,runtime,popularity,vote_average,vote_count,budget,revenue,production_companies,production_countries,spoken_languages,poster_path,tagline,adult
848116,Rocky Aur Rani Kii Prem Kahaani,रॉकी और रानी की प्रेम कहानी,hi,"Gym-freak brat Rocky falls in love with Rani, who comes from a well-educated Bengali family. Being from polar opposite worlds, the two decide to switch their families to adjust to each other's cultures and backgrounds and to know if their marriage will survive. Rocky and Rani are trapped in a world where they are united by love but divided by families and the ultimate question is will they fit in?","['Comedy', 'Drama', 'Family', 'Romance']","['musical', 'nostalgia', 'love interest', 'nostalgic', 'wealthy family']","['Alia Bhatt', 'Ranveer Singh', 'Jaya Bachchan', 'Shabana Azmi', 'Dharmendra', 'Aamir Bashir', 'Tota Roy Chowdhury', 'Churni Ganguly', 'Kshitee Jog', 'Anjali Anand']",Karan Johar,2023-07-28,179,73.546,6.068,81,0,0,"['Dharma Productions', 'Viacom18 Studios']",['India'],"['Bengali', 'Hindi', 'English']",/vTQIqlxUkOuyf2UKhlM2OUaFGKz.jpg,The power of family will decide the fate of love,False
1339876,Mardaani 3,मर्दानी 3,hi,"Officer Shivani Shivaji Roy returns to hunt down those behind the disappearance of young girls, risking everything to bring them back alive.","['Action', 'Crime', 'Thriller']",[],"['Rani Mukerji', 'Mallika Prasad', 'Janki Bodiwala', 'Jisshu Sengupta', 'Mikhail Yawalkar', 'Jaipreet Singh', 'Sachin Negi', 'Jimpa Sangpo Bhutia', 'Prajesh Kashyap', 'Indraneel Bhattacharya']",Abhiraj Minawala,2026-01-30,131,52.2975,7.26,25,0,0,['Yash Raj Films'],['India'],['Hindi'],/dHxLBtHw4InwsVumnthupZYz6NM.jpg,Rescue begins.,False
1582770,Dhurandhar: The Revenge,धुरंधर: द रिवेंज,hi,"As rival gangs, corrupt officials and a ruthless Major Iqbal close in, Hamza's mission for his country spirals into a bloody personal war where the line between patriot and monster disappears in the streets of Lyari.","['Action', 'Crime', 'Thriller']","['undercover', 'propaganda', 'espionage', 'politics', 'spy', 'traitor', 'patriotism', 'nationalism', 'gore', 'gang leader', 'pakistan', 'sequel', 'betrayal', 'conspiracy', 'torture', 'soldier', 'india', 'interrogation', 'terrorist attack', 'undercover operation', 'gun violence', 'bloodshed', 'political corruption', 'serious', 'weapons', 'intense', 'cruel', 'excited']","['Ranveer Singh', 'Arjun Rampal', 'R. Madhavan', 'Sanjay Dutt', 'Sara Arjun', 'Arjan Panwar', 'Rakesh Bedi', 'Gaurav Gera', 'Danish Iqbal', 'Ankit Sagar']",Aditya Dhar,2026-03-18,229,41.182,7.802,58,22500000,152229601,"['Jio Studios', 'B62 Studios']",['India'],['Hindi'],/ov8vrRLZGoXHpYjSY9Vpv1tHJX7.jpg,The Story of The Unknown Men Unfolds,False
19404,Dilwale Dulhania Le Jayenge,दिलवाले दुल्हनिया ले जायेंगे,hi,"Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancé. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga.","['Comedy', 'Drama', 'Romance']","[""family's daily life"", 'family history', 'love-hate relationship', 'family drama', 'love affair', 'curious', 'casual']","['Kajol', 'Shah Rukh Khan', 'Amrish Puri', 'Farida Jalal', 'Anupam Kher', 'Pooja Ruparel', 'Parmeet Sethi', 'Satish Shah', 'Mandira Bedi', 'Achala Sachdev']",Aditya Chopra,1995-10-20,190,13.1769,8.5,4572,13200000,100000000,['Yash Raj Films'],['India'],['Hindi'],/2CAL2433ZeIihfX1Hb2139CX0pW.jpg,"Come… Fall In love, All Over Again…",False
1595507,Vadh 2,वध 2,hi,"A police officer's pursuit of truth in a shocking prison crime intertwines with the lives of a widowed prison guard and a soon to be released inmate, unravelling a web of morality and redemption.","['Crime', 'Drama', 'Thriller']",[],"['Sanjay Mishra', 'Neena Gupta', 'Kumud Mishra', 'Amitt K. Singh', 'Shilpa Shukla', 'Akshay Dogra', 'Nadeem Khan', 'Yogita Bihani', 'Abhay Bhargava', 'Mehar Deol']",Jaspal Singh Sandhu,2026-02-06,131,6.7716,4.7,7,0,0,['LUV Films'],['India'],['Hindi'],/Aj1Q7QPpt1kTrbNBRENPh0rwEot.jpg,Truth Gets Closer,False
656908,Ramayana,रामायण,hi,"An ancient epic follows a young prince and princess whose marriage and subsequent exile mark the beginning of a legendary journey. Their story of love, duty and destiny sets the stage for greater challenges ahead.","['Drama', 'Fantasy', 'Action']","['god', 'hindu mythology']","['Ranbir Kapoor', 'Ravi Dubey', 'Sai Pallavi', 'Sunny Deol', 'Yash', 'Suhail Nayyar', 'Rakul Preet Singh', 'Sheeba Chaddha', 'Lara Dutta', 'Arun Govil']",Nitesh Tiwari,2026-11-08,0,6.8286,0.0,0,230000000,0,"['Monster Mind Creations', 'Prime Focus Studios']","['India', 'United Kingdom', 'United States of America']",['Hindi'],/f3yZZw7zIsWo6m9xJStfjDauIZX.jpg,Our truth. Our history.,False
297222,PK,पीके,hi,"A stranger in the city asks questions no one has asked before. Known only by his initials, the man's innocent questions and childlike curiosity take him on a journey of love, laughter and letting go.","['Comedy', 'Drama', 'Science Fiction']","['friendship', 'society', 'christianity', 'hinduism', 'islam', 'satire', 'alien', 'love', 'religion', 'sociology', 'belief in god', 'islamophobia', 'pakistan vs india', 'sikhism', 'jainism', 'religious satire']","['Aamir Khan', 'Anushka Sharma', 'Saurabh Shukla', 'Boman Irani', 'Sushant Singh Rajput', 'Sanjay Dutt', 'Parikshat Sahni', 'Reema Debnath', 'Rukhsar Rehman', 'Sachin Parikh']",Rajkumar Hirani,2014-12-18,153,7.6395,7.692,1143,13000000,118920000,"['Rajkumar Hirani Films', 'Vinod Chopra Films', 'UTV Motion Pictures']",['India'],['Hindi'],/z2x2Y4tncefsIU7h82gmUM5vnBJ.jpg,Peeke hai kya?,False
20453,3 Idiots,3 Idiots,hi,"Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down—along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school’s uptight and heartless dean. But when Rancho catches the eye of the dean's daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.","['Drama', 'Comedy']","['challenge', 'middle class', 'slapstick comedy', 'coming of age', 'flashback', 'teacher', 'friends', 'engineering', 'university', 'subjective camera', 'smart kid', 'poor kid', 'looking for friend', 'plot twist', 'inspirational', 'student', 'life advice', 'amused', 'delhi']","['Aamir Khan', 'R. Madhavan', 'Sharman Joshi', 'Kareena Kapoor Khan', 'Boman Irani', 'Omi Vaidya', 'Mona Singh', 'Rahul Kumar', 'Parikshat Sahni', 'Farida Dadi']",Rajkumar Hirani,2009-12-23,171,6.9506,7.996,2676,9000000,70000000,"['Vidhu Vinod Chopra Productions', 'Vinod Chopra Films']",['India'],"['Hindi', 'English']",/66A9MqXOyVFCssoloscw79z8Tew.jpg,Aal Izz Well!,False
1282440,Happy Patel: Khatarnak Jasoos,हैप्पी पटेल: ख़तरनाक जासूस,hi,"Chronically unsuccessful MI7 operative Happy Patel is finally assigned a mission in Goa, where he uncovers his Indian roots and must rescue a high-profile scientist from crime lord Mama. Unaware of his Indian heritage and armed with a comically British accent, Happy’s blunders trigger a string of chaotic mishaps that could lead him to expose a criminal network.","['Comedy', 'Action', 'Romance']","['espionage', 'satire', 'hilarious', 'spy comedy']","['Vir Das', 'Mona Singh', 'Mithila Palkar', 'Sharib Hashmi', 'Srushti Tawade', 'Aamir Khan', 'Imran Khan', 'Andrew Sloman', 'Simon Fielder', 'Prajakta Kavalekar']",Vir Das,2026-01-16,122,6.624,7.45,10,0,0,['Aamir Khan Productions'],['India'],"['Marathi', 'Hindi', 'English']",/tZJBXGNyDanSne6a2TLRU45Uhwu.jpg,India is for beginners.,False
1190511,Sitaare Zameen Par,सितारे ज़मीन पर,hi,A disgraced basketball coach is given the chance to coach a team of players who are intellectually disabled as part of community services. Gulshan has apprehensions at first and feels out of place but soon realizes they just might have what it takes to make it to the national championships.,"['Comedy', 'Drama']","['basketball', 'remake', 'based on movie', 'intellectual disability', 'sports drama', 'family sports drama', 'sports comedy']","['Aamir Khan', ""Genelia D'Souza"", 'Dolly Ahluwalia', 'Brijendra Kala', 'Happy Ranajit', 'Deepraj Rana', 'Gopi Krishna Varma', 'Gurpal Singh', 'Aroush Datta', 'Samvit Desai']",R. S. Prasanna,2025-06-20,155,5.594,7.045,44,0,3532430,['Aamir Khan Productions'],['India'],['Hindi'],/adYjCJGSNiL7CIaDW3g0Bcg7r2Z.jpg,Sabka Apna Apna Normal.,False
1196946,Ikkis,इक्कीस,hi,"Second Lieutenant and India's youngest Param Vir Chakra recipient, Arun Khetarpal, gave his life fighting for his battalion and the country during the 1971 Battle of Basantar. Ikkis also takes a reflective look at the futility of war through the eyes of Khetarpal's father, who visits his ancestral home in Sargodha and Alma Mater for reunion, which now happens to be in post-partition Pakistan, 30 years later.","['History', 'War', 'Drama']","['1970s', 'based on true story', 'period drama', 'historical drama', 'india pakistan war', 'war drama', 'based on real person', 'biographical drama']","['Dharmendra', 'Jaideep Ahlawat', 'Agastya Nanda', 'Simar Bhatia', 'Shree Bishnoi', 'Suhasini Mulay', 'Rahul Dev', 'Sikandar Kher', 'Ekavali Khanna', 'Vivaan Shah']",Sriram Raghavan,2026-01-01,148,4.6022,5.962,13,0,0,['Maddock Films'],['India'],['Hindi'],/8PWu0V10nMqG5SrA13wLRXTD2fH.jpg,"He was 21, will remain as that.",False
7508,Like Stars on Earth,तारे ज़मीन पर,hi,"Ishaan Awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. Colours, fish, dogs, and kites don't seem important to the adults, who are much more interested in things like homework, marks, and neatness. Ishaan cannot seem to get anything right in class; he is then sent to boarding school, where his life changes forever.",['Drama'],"['jealousy', 'parent child relationship', 'boarding school', 'painter', 'father', 'dyslexia', 'teacher', 'little boy', 'india', 'childhood', 'teachers and students', 'melodramatic']","['Darsheel Safary', 'Aamir Khan', 'Tisca Chopra', 'Vipin Sharma', 'Tanay Chheda', 'Sachet Engineer', 'Girija Oak', 'Shankar Sachdev', 'Rajgopal Iyer', 'Ravi Khanvilkar']",Aamir Khan,2007-12-21,162,5.486,7.954,1314,2600000,28430000,"['Aamir Khan Productions', 'PVR Inox Pictures', 'UTV Motion Pictures']",['India'],['Hindi'],/puHRt6Raovm5ujGCdwLWvRv4NHU.jpg,Every child is special.,False
781732,Animal,Animal,hi,The hardened son of a powerful industrialist returns home after years abroad and vows to take bloody revenge on those threatening his father's life.,"['Action', 'Crime', 'Drama']","['fistfight', 'shootout', 'held at gunpoint', 'machine gun', 'hand to hand combat', 'action hero', 'father son conflict', 'complex relationship']","['Ranbir Kapoor', 'Rashmika Mandanna', 'Anil Kapoor', 'Bobby Deol', 'Triptii Dimri', 'Prem Chopra', 'Suresh Oberoi', 'Shakti Kapoor', 'Upendra Limaye', 'Babloo Prithiveeraj']",Sandeep Reddy Vanga,2023-12-01,201,4.047,6.116,186,13000000,108300000,"['T-Series', 'Bhadrakali Pictures', 'ST Film']",['India'],['Hindi'],/hr9rjR3J0xBBKmlJ4n3gHId9ccx.jpg,A father-son bond carved in blood.,False
864692,Pathaan,पठान,hi,"A soldier caught by enemies and presumed dead comes back to complete his mission, accompanied by old companions and foes.","['Action', 'Adventure', 'Thriller']","['spy', 'fake death', 'spy thriller']","['Shah Rukh Khan', 'Deepika Padukone', 'John Abraham', 'Dimple Kapadia', 'Ashutosh Rana', 'Prakash Belawadi', 'Manish Wadhwa', 'Akash Bhatija', 'Shaji Choudhary', 'Viraf Patel']",Siddharth Anand,2023-01-25,146,3.5077,6.4,249,30270000,127180000,"['Yash Raj Films', 'Pathaan Productions', 'Palma Pictures', 'FPS Productions', 'NSA Picture', 'ODU Movies']","['India', 'Italy', 'Spain', 'Turkey']",['Hindi'],/arf00BkwvXo0CFKbaD9OpqdE4Nu.jpg,There is a storm coming. Fasten your seatbelt.,False
1163258,12th Fail,12th Fail,hi,"Based on the true story of IPS officer Manoj Kumar Sharma, 12th Fail sheds limelight on fearlessly embracing the idea of restarting the academic journey despite the setbacks and challenges and reclaiming one's destiny at a place where millions of students attempt the world's toughest competitive exam: UPSC.",['Drama'],['awestruck'],"['Vikrant Massey', 'Medha Shankr', 'Anant Joshi', 'Anshumaan Pushkar', 'Priyanshu Chatterjee', 'Geeta Agrawal Sharma', 'Harish Khanna', 'Vikas Divyakirti', 'Sarita Joshi', 'Sam Mohan']",Vidhu Vinod Chopra,2023-08-11,146,4.2452,7.903,231,2400000,8300000,"['Vidhu Vinod Chopra Productions', 'Zee Studios']",['India'],"['English', 'Hindi']",/eebUPRI4Z5e1Z7Hev4JZAwMIFkX.jpg,#RESTART,False
392572,Rustom,रुस्तम,hi,"A naval officer is devastated to learn about his wife's extramarital affair with a rich businessman while he was away. He pays him a visit and shoots him to death, following which he surrenders himself but claims to be ""not guilty"" in the court, much to the surprise of the businessman's sister and the officers dealing with his case.","['Thriller', 'Drama', 'Crime']",['jury trial'],"['Akshay Kumar', ""Ileana D'Cruz"", 'Esha Gupta', 'Arjan Bajwa', 'Usha Nadkarni', 'Sachin Khedekar', 'Kumud Mishra', 'Anang Desai', 'Parmeet Sethi', 'Indraneel Bhattacharya']",Tinu Suresh Desai,2016-08-12,148,3.1547,6.7,137,6114349,26309214,"['KriArj Entertainment', 'Zee Studios', 'Hari Om Entertainment']",['India'],['Hindi'],/xwf74VcrHu1etzOsRVx7nckPPLR.jpg,Decorated Officer. Devoted Family Man. Defending His Honor. His Name Is RUSTOM.,False
10757,Kabhi Khushi Kabhie Gham,कभी ख़ुशी कभी ग़म,hi,"Years after his father disowns his adopted brother for marrying a woman of lower social standing, a young man goes on a mission to reunite his family.","['Comedy', 'Drama']","['london, england', 'parent child relationship', 'adoption', 'delhi, india', 'forbidden love', 'reunion', 'class differences', 'family conflict']","['Amitabh Bachchan', 'Shah Rukh Khan', 'Hrithik Roshan', 'Kajol', 'Jaya Bachchan', 'Kareena Kapoor Khan', 'Rani Mukerji', 'Farida Jalal', 'Jugal Hansraj', 'Alok Nath']",Karan Johar,2001-12-14,209,2.9226,7.675,593,7500000,11336308,"['Dharma Productions', 'Yash Raj Films', 'British Film Commission', 'K3G Films Limited']","['India', 'United Kingdom']","['English', 'Hindi']",/12BvYKueY0eruZuTYIextEZaCC.jpg,It's all about loving your parents.,False
1389158,Maa,माँ,hi,A mother and daughter encounter a demon in a village where girls have been disappearing.,['Horror'],"['female protagonist', 'folk horror', 'supernatural horror', 'mother and daughter', 'feminist horror', 'shaitaan universe']","['Kajol', 'Ronit Roy', 'Indraneil Sengupta', 'Jitin Gulati', 'Kherin Sharma', 'Gopal Singh', 'Dibyendu Bhattacharya', 'Aashit Chatterjee', 'Vibha Rani', 'Yaaneea Bhardwaj']",Vishal Furia,2025-06-20,133,3.0252,6.759,58,0,282403,"['Jio Studios', 'Ajay Devgn FFilms']",['India'],"['Bengali', 'Hindi', 'Portuguese']",/kc5n7LJUmvBsVxzAla1ONN8kouP.jpg,"Hell is here, so is the goddess.",False
26022,My Name Is Khan,My Name Is Khan,hi,"Rizwan Khan, a Muslim from the Borivali section of Mumbai, has Asperger's syndrome. He marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who treat him as a terrorist because of his condition and his race.","['Drama', 'Romance']","['autism', 'mumbai (bombay), india', 'based on true story', 'prejudice', 'religion', 'disability', ""asperger's syndrome"", 'asian american']","['Shah Rukh Khan', 'Kajol', 'Arjan Aujla', 'Jimmy Shergill', 'Sonya Jehan', 'Zarina Wahab', 'Adarsh Gourav', 'Tanay Chheda', 'Yuvan Makar', 'Kenton Duty']",Karan Johar,2010-02-10,165,2.7748,8.0,1423,12000000,42345360,"['Dharma Productions', 'Fox Searchlight Pictures', 'Red Chillies Entertainment', 'Fox Star Studios', 'Image Nation Abu Dhabi', 'Fox International Productions', 'Mandate International', 'Star China Media', 'Bollywood Hollywood Productions', 'FilmyBox Movies', 'Sony Music']","['China', 'India', 'United Arab Emirates', 'United States of America']","['English', 'Hindi']",/5Y36lCiNyyV71mjq6LavgiggbhT.jpg,"An ordinary man, an extraordinary journey... FOR LOVE.",False
1160018,Kill,KILL,hi,"When an army commando finds out his true love is engaged against her will, he boards a New Dehli-bound train in a daring quest to derail the arranged marriage. But when a gang of knife-wielding thieves begin to terrorize innocent passengers on his train, the commando takes them on, one by one.","['Action', 'Crime', 'Thriller', 'Drama']","['train', 'one man army', 'relationship', 'train robbery', 'aggressive', 'action hero', 'high octane']","['Lakshya Lalwani', 'Raghav Juyal', 'Tanya Maniktala', 'Ashish Vidhyarthi', 'Abhishek Chauhan', 'Harsh Chhaya', 'Adrija Sinha', 'Meenal Kapoor', 'Madhu Raja', 'Arun Thakur']",Nikhil Nagesh Bhat,2024-07-03,105,3.0969,7.095,480,4800000,5600000,"['Sikhya Entertainment', 'Dharma Productions']",['India'],['Hindi'],/m2zXTuNPkywdYLyWlVyJZW2QOJH.jpg,The end of the line starts here.,False
960876,Dunki,डंकी,hi,"Four friends from a sleepy little village in Punjab share a common dream: to go to England. Their problem is that they have neither the visa nor the ticket. A soldier alights from a train one day, and their lives change. He gives them a soldier's promise: He will take them to the land of their dreams. What follows is a hilarious and heartwarming tale of a perilous journey through the desert and the sea, but most crucially through the hinterlands of their mind.","['Adventure', 'Comedy', 'Drama']","['affectation', 'ambiguous']","['Shah Rukh Khan', 'Taapsee Pannu', 'Vikram Kochhar', 'Anil Grover', 'Boman Irani', 'Vicky Kaushal', 'Deven Bhojani', 'Sapna Sand', 'Komal Sachdeva', 'Diwanshu Gambhir']",Rajkumar Hirani,2023-12-21,159,2.3976,6.3,107,14500000,15000000,"['Red Chillies Entertainment', 'Rajkumar Hirani Films', 'Jio Studios']",['India'],"['Hindi', 'Punjabi']",/kPRb1mbVHGop0egQ7153y0lhzGL.jpg,A Soldier's journey to keep a promise,False
192558,Aashiqui 2,आशिकी २,hi,"A young woman meets a failing musician who launches her singing career, but their relationship is doomed when people assume he's with her for her fame and fortune.","['Drama', 'Romance']","['artist', 'musical', 'tragic love']","['Aditya Roy Kapur', 'Shraddha Kapoor', 'Shaad Randhawa', 'Mahesh Thakur', 'Salil Acharya', 'Mahesh Bhatt', 'Soumyajit Majumdar', 'Milind Pathak']",Mohit Suri,2013-04-26,132,3.2536,6.816,185,1300000,16000000,"['T-Series', 'Vishesh Films']",['India'],['Hindi'],/lMblq8xcQIRRIVdaMg1XC283gU0.jpg,Love makes life live...,False
432527,Padmaavat,पद्मावत,hi,"Rajputana, India, 13th century. The tyrannical usurper Alauddin Khilji, sultan of Delhi, becomes obsessed with Queen Padmavati, wife of King Ratan Singh of Mewar, and goes to great lengths to satisfy his greed for her.","['Drama', 'History', 'Romance']","['husband wife relationship', 'obsession', 'queen', 'delhi, india', 'afghanistan', 'sultan', 'musical', 'romance', 'honor', 'king', 'battle', 'period drama', 'fortress', 'based on song, poem or rhyme', 'medieval', 'mongol', 'history of india', '13th century', 'ancient india', 'mewar, india']","['Deepika Padukone', 'Shahid Kapoor', 'Ranveer Singh', 'Jim Sarbh', 'Aayam Mehta', 'Ujjwal Chopra', 'Raza Murad', 'Aditi Rao Hydari', 'Anupriya Goenka', 'Padmavati Rao']",Sanjay Leela Bhansali,2018-01-25,163,2.382,6.918,306,31000000,81673897,"['Bhansali Productions', 'Viacom18 Studios']",['India'],['Hindi'],/5kk71s8Vmvt8XQOojevhTA5QcB0.jpg,The Goddess Queen,False
11854,Kuch Kuch Hota Hai,कुछ कुछ होता है,hi,"Per her mother's last wish, an 8 year old girl sets out to reunite her father with his college best friend who was in love with him.","['Romance', 'Drama', 'Comedy']","['soulmates', 'friendship bracelet', 'love', 'falling in love', 'unhappiness', 'childhood friends', 'joyful']","['Shah Rukh Khan', 'Kajol', 'Rani Mukerji', 'Sana Saeed', 'Farida Jalal', 'Salman Khan', 'Johny Lever', 'Archana Puran Singh', 'Anupam Kher', 'Reema Lagoo']",Karan Johar,1998-10-16,185,2.3901,7.48,426,2420000,25690000,['Dharma Productions'],['India'],['Hindi'],/5FmtHHDGPofW5Zjns1EM1D8503c.jpg,Love is Friendship.,False
11518,Mohabbatein,मोहब्बतें,hi,"At a prestigious all-male university, three friends seek love outside of the school grounds; at the same time, a newly-hired music teacher seeks to befriend and loosen up the militantly strict headmaster.","['Drama', 'Romance']","['becoming an adult', 'tradition', 'forbidden love', 'musical', 'elite', 'principal', 'discipline', 'school life', 'teachers and students']","['Amitabh Bachchan', 'Shah Rukh Khan', 'Uday Chopra', 'Jugal Hansraj', 'Jimmy Shergill', 'Aishwarya Rai Bachchan', 'Preeti Jhangiani', 'Shamita Shetty', 'Kim Sharma', 'Anupam Kher']",Aditya Chopra,2000-10-27,216,2.4256,7.063,284,4000000,20000000,['Yash Raj Films'],['India'],['Hindi'],/dDsYaBazrYKg9bv8qgsEohZQMat.jpg,Some Love Stories... Live Forever,False
554600,Uri: The Surgical Strike,Uri: The Surgical Strike,hi,"Following the roguish terrorist attacks at Uri Army Base camp in Kashmir, India takes the fight to the enemy, in its most successful covert operation till date with one and only one objective of avenging their fallen heroes.","['Action', 'Drama', 'War']","['army', 'based on true story', 'terrorism', 'india', 'terrorist attack', 'indian army']","['Vicky Kaushal', 'Paresh Rawal', 'Yami Gautam Dhar', 'Mohit Raina', 'Kirti Kulhari', 'Dhairya Karwa', 'Manasi Parekh', 'Riva Arora', 'Swaroop Sampat', 'Akashdeep Arora']",Aditya Dhar,2019-01-11,138,2.6607,7.039,471,0,0,['RSVP Movies'],['India'],['Hindi'],/yNySAgpAnWmPpYinim9E0tUzJWG.jpg,Ye Naya Hindustan Hai,False
205022,Chennai Express,Chennai Express,hi,"Rahul embarks on a journey to a small town in Tamil Nadu to fulfill the last wish of his grandfather: to have his ashes immersed in the Holy water of Rameshwaram. En route, he meets a woman hailing from a unique family down South. As they find love through this journey in the exuberant lands of South India, an unanticipated drive awaits them.","['Romance', 'Comedy', 'Action']","['temple', 'language barrier', 'romcom', 'elopement', 'rameshwaram', 'domineering father', 'funeral ceremony', 'fake couple', 'train ride', 'confectionery']","['Shah Rukh Khan', 'Deepika Padukone', 'Nikitin Dheer', 'Sathyaraj', 'Mukesh Tiwari', 'Kamini Kaushal', 'Lekh Tandon', 'Rakesh Kukreti', 'Priyamani', 'Delhi Ganesh']",Rohit Shetty,2013-08-08,141,2.3413,6.503,376,18000000,62000000,"['Red Chillies Entertainment', 'UTV Motion Pictures', 'Reliance MediaWorks']",['India'],"['Hindi', 'Tamil']",/9j7XfhBJKNfidMCa8JsNbqU1waV.jpg,Ready... Steady... Po!,False
8079,Om Shanti Om,ओम शांति ओम,hi,"Reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze.","['Comedy', 'Thriller', 'Drama']","['secret admirer', 'confronting the past', 'witness elimination', 'murder confession', 'brutal murder', 'romantic dramedy', 'double role', 'film inside film', 'reincarnated', 'blockbuster', '70s', 'early 2000s', 'tribute to bollywood']","['Shah Rukh Khan', 'Deepika Padukone', 'Arjun Rampal', 'Kirron Kher', 'Shreyas Talpade', 'Javed Sheikh', 'Asawari Joshi', 'Yuvika Chaudhary', 'Bindu Desai', 'Nitesh Pandey']",Farah Khan,2007-11-07,169,3.3633,7.107,393,9100000,37707444,"['Red Chillies Entertainment', 'Eros International']",['India'],"['Hindi', 'English']",/oArsQTD4bPPMtRjqr03SO9W6phF.jpg,"For some dreams, one lifetime is not enough.",False
4251,Veer-Zaara,वीर-ज़ारा,hi,"Squadron Leader Veer Pratap Singh, a pilot in the Indian Air Force, rescues the stranded Zaara, a woman from Pakistan, following a bus accident, and their lives are forever bound.","['Drama', 'Romance']","['prison', 'class society', ""love of one's life"", 'pilot', 'musical', 'pakistan', 'india', 'kashmir conflict', 'ambiguous']","['Shah Rukh Khan', 'Preity Zinta', 'Rani Mukerji', 'Kirron Kher', 'Divya Dutta', 'Boman Irani', 'Anupam Kher', 'Amitabh Bachchan', 'Hema Malini', 'Manoj Bajpayee']",Yash Chopra,2004-11-12,192,3.0011,7.4,299,7000000,29385320,"['Yash Raj Films', 'Veer Zaara Pictures']",['India'],"['Hindi', 'Punjabi', 'Urdu']",/j267YqLvKAHeyykTflxzpgVgviQ.jpg,A Love Legend,False
185008,Yeh Jawaani Hai Deewani,ये जवानी है दीवानी,hi,"On a trekking trip, an introverted Naina falls for a charming ex-classmate, whose thirst for adventure drives them apart. Years later, their paths cross again.","['Romance', 'Comedy']","['school friend', 'friendship', 'romcom', 'dysfunctional family', 'relationship', 'philosophical', 'trekking', 'cheerful', 'comforting', 'romance musical']","['Ranbir Kapoor', 'Deepika Padukone', 'Aditya Roy Kapur', 'Kalki Koechlin', 'Kunaal Roy Kapur', 'Farooq Shaikh', 'Tanvi Azmi', 'Anisa Butt', 'Evelyn Sharma', 'Poorna Jagannathan']",Ayan Mukerji,2013-05-31,160,2.1929,7.269,295,7700000,46000000,"['Dharma Productions', 'UTV Motion Pictures', 'Eros International']",['India'],['Hindi'],/em39H81XLCDgXsI7V4IcBZseEO6.jpg,one cannot be wise and old without being young and crazy,False
16987,Kaho Naa... Pyaar Hai,कहो ना प्यार है,hi,"Sonia and Rohit love each other but Rohit is mysteriously killed. When Sonia moves to New Zealand, she meets Raj, Rohit's lookalike who helps her trace Rohit's killer.","['Romance', 'Drama', 'Action', 'Comedy']",['tragic love'],"['Hrithik Roshan', 'Ameesha Patel', 'Anupam Kher', 'Dalip Tahil', 'Mohnish Behl', 'Ashish Vidhyarthi', 'Tannaz Irani', 'Johny Lever', 'Satish Shah', 'Farida Jalal']",Rakesh Roshan,2000-01-14,172,2.8298,6.7,149,0,0,['Film Kraft'],['India'],['Hindi'],/alALytPcaZyQkzOjnRgHMSRv8fq.jpg,Believe In Love,False
61202,Zindagi Na Milegi Dobara,ज़िन्दगी ना मिलेगी दोबारा,hi,"Three friends who were inseparable in childhood decide to go on a three-week-long bachelor road trip to Spain, in order to re-establish their bond and explore thrilling adventures, before one of them gets married. What will they learn of themselves and each other during the adventure?","['Drama', 'Comedy', 'Romance']","['school friend', 'friendship', 'cheating', 'painter', 'poet', 'vacation', 'travel', 'scuba diving', 'misunderstanding', 'lyricist', 'childhood friends', 'road movie', 'flirting', 'female domination', 'scuba diver', 'father son conflict', 'sky diving', 'lyrical']","['Hrithik Roshan', 'Abhay Deol', 'Farhan Akhtar', 'Katrina Kaif', 'Kalki Koechlin', 'Naseeruddin Shah', 'Ariadna Cabrol', 'Deepti Naval', 'Anisa', 'Suhel Seth']",Zoya Akhtar,2011-07-15,154,2.5359,7.607,403,7700000,160000000,"['Excel Entertainment', 'Eros International', 'KanZaman Productions']","['India', 'Spain']",['Hindi'],/hKO9O715wYxjkQSEv47giCYcyO8.jpg,Lets Make This The Most Memorable Road Trip Ever,False
