id,title,original_title,language,overview,genres,keywords,cast,director,release_date,runtime,popularity,vote_average,vote_count,budget,revenue,production_companies,production_countries,spoken_languages,poster_path,tagline,adult
64743,Chalti Ka Naam Gaadi,Chalti Ka Naam Gaadi,hi,Three woman-hating brothers face changes in their respective lifestyles when two of them fall in love.,['Comedy'],[],"['Kishore Kumar', 'Madhubala', 'Ashok Kumar', 'Anoop Kumar', 'Sahira', 'K.N. Singh', 'Veena', 'Sajjan Lal Purohit', 'Mohan Choti', 'S.N. Banerjee']",Satyen Bose,1958-02-28,173,0.3696,6.2,14,0,0,['K.S. Films India'],['India'],['Hindi'],/eQ0OSwVY46YoPaY3dBYijufZTmB.jpg,Babu Samjho Ishaare,False
217745,Dil Maange More!!!,दिल मांगे मोर,hi,"Nikhil is a simple young man . He loves his hometown Samarpur , football matches , and the college his grandfather passed down to him as a legacy ...",['Romance'],[],"['Shahid Kapoor', 'Ayesha Takia', 'Tulip Joshi', 'Soha Ali Khan', 'Gulshan Grover', 'Zarina Wahab', 'A.K. Hangal']",Ananth Narayan Mahadevan,2004-12-31,123,0.4626,4.4,15,0,0,[],[],['Hindi'],/7FX9KuLUFmuilftgQ4AdUfUwYQD.jpg,Why does it happen in love?,False
977128,Biscut,Biscut,hi,"BISCUT  (HOTSTAR-DISNEY RELEASE -2022)  In an Indian village ruled by muscle and money, one man sparks a revolution without guns or bullets by betting his life on just the power of democracy. Biscut is the awe-inspiring story of Bhoora, a poor Dalit (lower caste) youth condemned to a daily struggle for survival, who turns a collective curse into a formidable force for change.  BISCUT is the Hindi language word for a cookie or a biscuit.",['Drama'],"['hunger', 'poverty', 'democracy', 'biscuit', 'short film', 'caste discrimination']","['Chittaranjan Tripathy', 'Chetan Sharma', 'Advin Massey', 'Priyank Raj', 'Manish Mahan', 'Chhedi Kaka', 'C.P. Singh', 'Sipahi', 'Pulkit Srivastava', 'Prem Tiger']",Amish Srivastava,2022-02-07,34,0.3632,10.0,1,0,0,['TSS Films'],['India'],['Hindi'],/zFgKQL95WsoCUdeAsQU8xZ6z0Sj.jpg,Aisa jeeta jata hai chunaav (Elections are won like this),False
1313497,A Wedding Story,A Wedding Story,hi,A happy marriage that soon turns into a nightmare as ominous occurrences begin to haunt the bride and groom families.,['Horror'],[],"['Vaibhav Tatwawadi', 'Mukti Mohan', 'Lakshvir Saran', 'Monica Chaudhary', 'Akshay Anand']",Abhinav Pareek,2024-08-30,110,0.4243,4.0,1,0,0,['Boundless Blackbuck Films'],['India'],['Hindi'],/4g4nH4w3Mu5JX3IiZUpQByIQqm7.jpg,SAMAY SE PNGA MAT LENA,False
988988,Judaa Hoke Bhi,जुदा होके भी,hi,"Aman Khanna, a once successful singer, is drowning his life into alcohol, despair and self- destruction after his 6 years old son died in a freak accident. Aman's wife, Meera who has an autobiographical bestseller to her credit is trying to cope with their financial burdens and Aman's lack of responsibility.","['Horror', 'Thriller']",[],"['Akshay Oberoi', 'Aindrita Ray', 'Meherzan Mazda', 'Jia Mustafa', 'Rushad Rana', 'Punit Tejwani']",Vikram Bhatt,2022-07-15,114,0.3615,4.3,3,0,0,"['Houseful Motion Pictures Production', 'K Sera Sera Vikram Bhatt Productions']",['India'],['Hindi'],/6ow6lvYQWrEwNlvPYvpcjoVwYbC.jpg,Love has a new enemy.,False
1414609,Zabt,Zabt,hi,"Uday, a builder, is about to close an important deal but needs a large amount of money to buy the land. He borrows it from an underworld loan shark, but the money is stolen, which puts him in a serious trouble. At the same time, people seeking revenge on Chandra, a criminal who is now dead, turn their focus toward Uday. Trapped in danger, Uday must recover his stolen money, protect himself, and clear his name—unaware that an unexpected twist is yet to come.","['Drama', 'Thriller']",[],"['Eijaz Khan', 'Rahul Dev', 'Vaibhavi Upadhyay', 'Manoj Joshi', 'Shailendra Srivastav', 'Sachin Parikh']",Ajoy Varma Raja,2024-12-13,115,0.3602,3.0,1,0,0,['Kaavya Motion Picturres'],['India'],['Hindi'],/yZ2A7HQxDXRKLifibWDE3BI7f7U.jpg,Zabt,False
126318,Miss Lovely,Miss Lovely,hi,"A Hindi feature film set in the lower depths of Bombay's ""C"" grade film industry. Miss Lovely follows the devastating story of two brothers who produce sleazy horror films in the mid-1980s.","['Drama', 'Crime']","['gangster', 'mumbai (bombay), india', 'murder', 'brother brother relationship', 'projection booth']","['Nawazuddin Siddiqui', 'Niharika Singh', 'Anil George', 'Zeena Bhatia', 'Menka Lalwani', 'Ragesh Asthana', 'Manoj Bakshi', 'Avinash Razdan', 'Premnath Gulati', 'Kuldeep Rajput']",Ashim Ahluwalia,2014-01-17,113,0.3602,6.233,15,0,0,['Future East Film'],['India'],['Hindi'],/jjEvChpGn5Ylsesd84aiVc6okUW.jpg,"Daring, Desirable, Dangerous",False
503925,Woh,Woh,hi,"Job-hunting, on his way from Goa to Mahabuleshwar , Shekhar Kapoor ends up at Laila's Bar, is mistaken for a contract killer by Pratap Singh and Laila, and is instructed to kill Sonali, ...","['Thriller', 'Crime', 'Drama']",[],"['Priyanshu Chatterjee', 'Sumeet Goradia', 'Cleo Isaacs', 'Ayub Khan', 'Shahbaz Khan', 'Nawab Shah']",Raj N. Sippy,2004-03-26,119,0.2763,0.0,0,0,0,[],['India'],['Hindi'],/uuqQVnxPHwOLLhWs95ybi8EXjh0.jpg,"Crime, Drama, Thriller",False
1386801,Logout,Logout,hi,"Pratyush, a social media influencer who is about to reach his biggest milestone in terms of followers to land a deal with a brand, loses his phone to a fan obsessed with him. Trapped in his own house without his phone, Pratyush must find a way to reclaim his identity and his career.",['Thriller'],[],"['Babil Khan', 'Gandharv Dewan', 'Nimisha Nair', 'Rasika Dugal', 'Bhuvan Bam']",Amit Golani,2025-04-18,109,0.2952,6.3,10,0,0,"['Viacom18 Studios', 'Posham Pa Pictures']",['India'],"['English', 'Hindi']",/iBM6DqjVbuY5y44d96mb9QVcAqr.jpg,Liked by many. Obsessed by one.,False
19668,Jai Veeru,Jai Veeru,hi,"Bangkok-based con-man, Jai, steals cars, and cons residents. While flirting with a girl in a bar, faces-off with her brother and his friends, and a male, Veeru, comes to his assistance. Both become close and eventually inseparable friends. Their friendship ends abruptly after Veeru reveals his true identity and arrests Jai. Neither are aware that they have a common enemy in Tejpal - who is determined to do away with both of them once and for all.","['Action', 'Adventure', 'Crime', 'Thriller']",[],"['Kunal Khemu', 'Fardeen Khan', 'Dia Mirza', 'Arbaaz Khan', 'Anjana Sukhani', 'Rakesh Bedi', 'Govind Namdeo', 'Maheck Chahal', 'Dinesh Hingoo', 'Rajesh Khattar']",Puneet Sira,2009-03-13,160,0.3575,5.7,3,0,0,['Siddhi Vinayak Movies'],['India'],['Hindi'],/x7Dbc9ef9ow0EGDQVXHlKKUDdCc.jpg,Friends Forever,False
1595522,Lalsa,Lalsa,hi,"A collision of lives, desires, dreams, and socio-economic power structures in a story of love, lust, control, and betrayal.",['Drama'],[],"['Bodhisattva Sharma', 'Mansi Sehgal', 'Kabir Puri', 'Hardeep Gupta', 'Shashank Bhatia', 'Mukesh Bhatt']",Valmik Puri,2025-11-11,26,0.3717,0.0,0,15000,25000,['Valmik Puri Films'],[],['Hindi'],/9Ihdj7wo2sH3QNTYkpwQcb22GCG.jpg,"A collision of lives, desires, dreams, and socio-economic power structures in a story of love, lust, control, and betrayal.",False
313430,Aggar,अगर,hi,"With strong suspicions that her husband is cheating on her, successful businesswoman Janvi begins an affair with her co-worker Aryan. But when Janvi decides that she's done fooling around, she learns her new lover has other ideas. Because Aryan doesn't want the relationship to end, he's willing to completely destroy the lives of Janvi and her husband to have his way.","['Drama', 'Romance', 'Thriller']","['obsession', 'one-night stand', 'psychiatrist', 'psychotic', 'obsessive love']","['Tusshar Kapoor', 'Udita Goswami', 'Shreyas Talpade', 'Sophiya Chaudhary', 'Nauheed Cyrusi', 'Vikas Kalantri']",Ananth Narayan Mahadevan,2007-09-14,125,0.5935,3.5,6,0,0,['Siddhi Vinayak Creations'],['India'],['Hindi'],/w0TXyPSxkaBFePzIIWmZcXRPdD1.jpg,Passion Betrayal Terror,False
194522,Monsoon Shootout,Monsoon Shootout,hi,"A rookie cop joins the crime branch of the Mumbai police department, and on his first assignment is faced with the dilemma of whether he should shoot a murder suspect who is attempting to escape or not.",['Thriller'],['film noir'],"['Nawazuddin Siddiqui', 'Vijay Varma', 'Tannishtha Chatterjee', 'Neeraj Kabi', 'Sreejita De', 'Jayant Gadekar', 'Omkar Das Manikpuri', 'Geetanjali Thapa', 'Prithvi Zutshi', 'Iravati Harshe']",Amit Kumar,2017-12-15,88,0.2768,6.444,18,0,0,"['DAR Motion Pictures', 'Sikhya Entertainment']",['India'],['Hindi'],/mXyYxhkc8hkUImSeqkfkDx0J0OY.jpg,The Truth Is Never Simple,False
695429,Ateet,Ateet,hi,"A soldier lost in war and pronounced dead returns after decade to his wife and daughter, only to realize that they have moved on. As he forces his way into their life, questions are asked whether he is dead or alive.","['Thriller', 'Drama']",[],"['Priyamani', 'Rajeev Khandelwal', 'Sanjay Suri', 'Vipin Sharma', 'Neha Bam', 'Pradeep Velankar', 'Deshna Dugad', 'Shakeel Khan']",Tanuj Bhramar,2020-04-21,120,0.3528,3.0,2,0,0,"['ZEE5', 'Funtime Entertainment', 'Indian Film Studios']",['India'],['Hindi'],/urPzDaWVy3I3TOHHTlKThjbR1NX.jpg,Ateet,False
171494,Cha Cha Cha,Cha Cha Cha,hi,"After her return from abroad, Lali adjusts to life in India along with her devout Hindu mother, Laxmi; an easy-going father, Dinanath; two sisters, Kalpana and Geeta, and spends most of her time dancing along with her sisters and friends. On her way to the Mandir, she assumes a singer, Puranchan, is teasing her and she slaps him, but ends up apologizing when she is told that he is blind. Guilt-ridden, she makes arrangements for him to be taken to Bombay, has his vision restored, and both fall in love with each other. Dinanath takes a liking to Puranchan and not only gets him a job but also wants him to wed Lali. About to inform his parents, Purchan does not know that Dinanath has actually instructed Lali not to see him anymore as he is a Harijan (Lower-Caste).","['Music', 'Romance']",[],"['Aruna Irani', 'Chandrashekhar Vaidya', 'Helen', 'Om Prakash', 'O.P. Ralhan', 'Bela Bose', 'Polson', 'Iftekhar', 'Iftekhar', 'Mac Mohan']",Chandrashekhar Vaidya,1964-11-17,129,0.3528,6.5,1,0,0,[],['India'],['Hindi'],/x39dEfX46IUgVflktBQNYZh39fr.jpg,"A woman first insults a blind singer, then gets him cured, falls in love with him but ends up rejecting him",False
445685,Koi Aap Sa,Koi Aap Sa,hi,"An emotional Mumbai-based football player, Rohan (Shivdasani), seeks the assistance of childhood friend, Simran (Reddy), to successfully woo fellow-collegian, Preeti (Sharma). Simran herself is about to be engaged to U.S-based Vicky (Malik). After the engagement ceremony, Vicky returns back to the U.S - not realising that back in India nothing is the same anymore...","['Romance', 'Comedy', 'Drama']","['friendship', 'love', 'football (soccer)', 'relationship']","['Aftab Shivdasani', 'Dipannita Sharma', 'Himanshu Malik', 'Anita Hassanandani Reddy', 'Himani Shivpuri', 'Manoj Joshi', 'Sushmita Mukherjee']",Partho Mitra,2005-10-14,142,0.3524,7.2,4,0,0,['Balaji Motion Pictures'],['India'],['Hindi'],/g9RSAsLY4wKbtN4ypuTTEKAiXw.jpg,Friends may not be lovers but lovers have to be friends,False
403847,Julie 2,Julie 2,hi,"Julie, a simpleton, follows through with her dream of becoming an actress and rises to stardom. However, she is soon introduced to the murky waters of the entertainment industry. She begins to compromise on her choices and seeks love from the men in her life. Just as she decides to change paths, she is offered a political biopic that further complicates her life.","['Drama', 'Romance', 'Thriller']",['erotic thriller'],"['Raai Laxmi', 'Ravi Kishan', 'Aditya Srivastava']",Deepak S. Shivdasani,2017-11-24,137,0.2919,5.0,3,0,0,['Triumph Talkies'],['India'],['Hindi'],/ao6EfMH6k3xOhEz2MJvCGtC66TX.jpg,Bold...Beautiful...Blessed,False
372084,Mastram,Mastram,hi,Rajaram is a small town bank clerk who dreams of travelling to Delhi and becoming a reputed writer. His litterateur aspirations are supported by none except his wife Renu.,['Drama'],"['marriage', 'masturbation']","['Rahul Bagga', 'Tara Alisha Berry']",Akhilesh Jaiswal,2014-05-09,99,0.326,3.1,8,300000,0,"['Bohra Bros Productions', 'Jar Pictures']",['India'],['Hindi'],/yANwS5NwTd0bsqZfyaKVQrCbch0.jpg,The legend of porn writing is back!,False
849864,27 September,27 September,hi,"The story is about life, love, and nirvana.  Siddharth (42) is in the holy city of Banaras for the first time. One day at the ghat he sees and instantly gets hooked with the aura of Malvika (38).  He is at a loss for words as this is the same girl whom he saw 17 years ago while crossing the road.  Is destiny playing a game with him? Is it mere attraction?  Graceful, Soulful, and Cheerful Malvika clear all his illusions as she believes in the flow of mystical energy.  The undercurrents make them bond together to explore many hidden facets and at the same time, Malvika feels some interruptions. She is waiting eagerly for the sunset of 27th September.  Will destiny would be kind enough to their coming together?",['Drama'],"['varanasi', 'nirvana', 'romance', 'love', 'salvation']","['Meenakshi Rai', 'Vinay Rai']",Meenakshi Rai,2021-07-12,81,0.2956,5.5,2,20000,0,"['Chinh India', 'Leoarts Communication', 'MVR Cinema', 'Raientertainment']",[],['Hindi'],/qAMjlWdcl27yYomMUZdiv1dlTsn.jpg,"Life, Love, and Nirvana.",False
605452,Kissebaaz,किस्सेबाज़,hi,"Once partners-in-crime and wannabe prominent political figures, Shukla and Pandey turn foes when tragedy befalls. But, who is pitting them against one another, and why?",['Drama'],[],"['Pankaj Tripathi', 'Rahul Bagga', 'Anupriya Goenka', 'Evelyn Sharma', 'Zakir Hussain', 'Rajesh Sharma', 'Mouli Ganguly']",Annant Jaaitpaal,2019-06-14,123,0.3416,3.5,2,0,0,"['Experion Moviez', 'PVR Inox Pictures']",[],['Hindi'],/9djh5o2DZS5lNeCoQGqPDumhfSB.jpg,No mercy. No rules. No trust.,False
407547,Beiimaan Love,Beiimaan Love,hi,A  young and ambitious woman's life suddenly comes crashing down when she is betrayed in love. Determined to get revenge she reinvents herself as a successful businesswoman.,"['Thriller', 'Romance']",['romance'],"['Sunny Leone', 'Rajneesh Duggal', 'Daniel Weber', 'Rajeev Verma']",Rajiv Choudhury,2016-08-05,120,0.3409,2.6,10,0,0,[],[],['Hindi'],/lLTrDNyA1EezXieOPPJDPwaKEo6.jpg,A perfectly imperfect love story,False
376884,Kyaa Kool Hain Hum 3,क्या कूल हैं हम 3,hi,"In order to impress his girlfriend's conservative father, a porn actor uses his fellow adult movie stars in creating a fake traditional family.",['Comedy'],[],"['Tusshar Kapoor', 'Krishna Abhishek', 'Mandana Karimi', 'Meghna Naidu', 'Shakti Kapoor', 'Gizele Thakral', 'Claudia Ciesla', 'Darshan Jariwala', 'Danny Sura', 'Gauahar Khan']",Umesh Ghadge,2016-01-22,124,0.3974,2.71,31,0,0,[],['India'],['Hindi'],/w9XCRN8JOe2cylkPePv6uLT6Bkc.jpg,India's first porn-com.,False
559919,Gift,तोफा,hi,"Sisters Janki and Lalita fall for Ram, their good friend. When Lalita learns that Janki loves Ram, she steps back and allows her sister to build a life together with Ram.",[],[],"['Sridevi', 'Jeetendra', 'Jaya Prada']",K Raghavendra Rao,1984-01-01,0,0.3357,0.0,0,0,0,[],[],[],/3UHat7EUMaXvstRi1nSkuOLeWuI.jpg,Tohfa,False
115235,Yaadein,यादें,hi,"The film is soliloquy of a man who comes home to find that his wife and son are not at home, he assumes that they have left him and reminiscences his life with them, and scared of his life without them, he regrets his past indiscretions. The suspense is only revealed in the end.","['Drama', 'Mystery']",[],['Sunil Dutt'],Sunil Dutt,1964-01-01,113,0.5554,5.7,3,0,0,[],['India'],['Hindi'],/l05K0VLPAyX6518NnDtLUfK9Hcz.jpg,The Story of a Family Loving Man Who is Forced To Live Alone,False
192417,Lovesongs,Lovesongs,hi,"Kolkata-based Rohan Mitra lives with his widowed maternal grandmother, Mridula Chatterjee. He is an aspiring advocate who will soon be taking up his first assignment with an established lawyer and is attracted to Tara. Through discussions with his grandmother, he finds out that his parents' relationship was far from harmonious - with his mother, Palaash, getting into arguments with her husband, Dev, and frequently asking Mridula to intervene, and even moving out several times - with Dev threatening to move the courts to take possession of Rohan.",['Drama'],[],"['Jaya Bachchan', 'Om Puri', 'Mallika Sarabhai', 'Rajit Kapoor', 'Shahana Chatterjee', 'Neil Bhoopalam', 'Madhuchanda Ghosh']",Jayabrato Chatterjee,2008-03-28,91,0.3331,5.0,2,0,0,[],[],['Hindi'],/l02Xe1ZYaYai8xAaBlRMbH7tkHk.jpg,"Yesterday, Today & Tomorrow",False
514727,Dil-E-Nadaan,Dil-E-Nadaan,hi,"Dil-E-Nadaan (The Innocent Heart) is an Indian Hindi film directed by C.V. Sridhar, released in 1982. The film stars Rajesh Khanna in the main lead role as Anand and Shatrughan Sinha as his friend, as the second lead character of the film.[1] This film was remake of the 1978 Tamil film Ilamai Oonjal Aadukirathu, directed by C.V. Sridhar, where Kamal Hassan and Rajnikanth played the lead male roles. After the success of the Tamil version, C.V. Sridhar decided to remake it in Hindi and directed it himself.",[],[],"['Rajesh Khanna', 'Jaya Prada', 'Shatrughan Sinha', 'Smita Patil', 'Om Prakash', 'Dina Pathak', 'Shivraj', 'Agha', 'Ashalata', 'Jagdish Raj']",C. V. Sridhar,1982-06-04,0,0.3324,5.0,1,0,0,[],['India'],['Hindi'],/q1XIklQY6pI37xICsJ8NT05DBmT.jpg,The Innocent Heart,False
695952,Kissaa Kursee Kaa,किस्सा कुर्सी का,hi,"The plot revolved around a corrupt and evil politician Gangaram or Gangu, trying to woo personified public, depicted as mute and helpless looking. The movie is a humorous comment over the system and the selfishness of the politicians regarded as a motion picture version of the cartoonist columns that are the most brutal taunt over the politics.",[],[],"['Shabana Azmi', 'Rehana Sultan', 'Manohar Singh', 'Chaman Bagga', 'Katy Mirza', 'Surekha Sikri', 'Swapna Sundari', 'Rajkiran', 'Utpal Dutt']",Amrit Nahata,1978-02-16,142,0.3648,9.0,2,0,0,[],[],['Hindi'],/zfHtBz1f5JAAD3JXpzmfWDqLYZA.jpg,The story of an evil politician.,False
1099677,Kanjoos Makhichoos,कंजूस मक्खीचूस,hi,"Jamnaprasad, a renowned miser, secretly saves all his money to fulfill his father's wish to go on the Char Dham Yatra. Hell breaks loose when his parents go missing during the tour due to heavy floods.","['Comedy', 'Drama']",[],"['Kunal Khemu', 'Shweta Tripathi Sharma', 'Piyush Mishra', 'Alka Amin', 'Rajiv Gupta', 'Raju Srivastava', 'Alish Nathani', 'Hema Singh']",Vipul Mehta,2023-03-24,116,0.3289,6.0,9,0,0,"['Soham Rockstar Entertainment', 'Thundersky Entertainment']",['India'],['Hindi'],/sT02AqTJjztmM6gYe5O0IL0CnqT.jpg,Jab footega ghada... ghapla hoga bada,False
951015,Do Aur Do Pyaar,दो और दो प्यार,hi,"Kavya and Ani are a married couple. They live together, but are estranged from one another. They are both having long-standing extramarital affairs—she with Vikram and he with Nora.","['Romance', 'Comedy', 'Drama']","['remake', 'love affair', 'based on movie', 'failed marriage']","['Vidya Balan', 'Pratik Gandhi', ""Ileana D'Cruz"", 'Sendhil Ramamurthy', 'Thalaivasal Vijay', 'Rekha Kudligi', 'Kumaradas T N', 'Hitha Chandrashekar', 'Priti Shroff', 'Dipika Pandey']",Shirsha Guha Thakurta,2024-04-19,139,0.3285,5.4,5,0,0,"['Ellipsis Entertainment', 'Applause Entertainment']",['India'],['Hindi'],/2eDWmo69uPMKPzxVY5KKkf8vOMi.jpg,Let love surprise you. Confuse you. Consume you.,False
1275462,Irani Chai,ईरानी चाय,hi,"An Iranian woman is visited by men each night, each confiding a story in her. She links these stories to reach a treasure.","['Drama', 'Thriller']",[],"['Zeishan Quadri', 'Ananth Narayan Mahadevan', 'Zakir Hussain', 'Govind Namdeo', 'Akhilendra Mishra', 'Anang Desai', 'Aditya Lakhia', 'Mozhgan Taraneh', 'Ajeet Kumar', 'Ezzatollah Ramazanifar']",Manoj Srivastava,2024-12-14,140,0.3219,0.0,0,778000,0,"['India Shoots', 'SG Entertainment']",['India'],['Hindi'],/joEF7yJ2R4q4utdGMO4riGk5ATb.jpg,And she spins a web...,False
525235,Noblemen,Noblemen,hi,"A  secretly gay 15-year-old boy, struggling with his adolescent years, is terrorized by a gang of bullies in a posh boarding school. This sets forth a chain of events that leads to a loss of life and innocence.",['Drama'],['gay theme'],"['Ali Haji', 'Kunal Kapoor', 'Muskkaan Jaferi', 'Mohammed Ali Mir', 'Ivan Rodrigues', 'Shaan Groverr', 'Hardik Thakkar', 'Abhay Narang', 'Aryaman Mihir Seth', 'Japneet Singh']",Vandana Kataria,2019-06-28,109,0.3075,4.6,7,0,0,['Yoodlee Films'],['India'],"['English', 'Hindi']",/onD1A6nPxMgM33xKay4Ftu6FqMb.jpg,Inspired by the Merchant of Venice,False
161801,Maan Gaye Mughal-e-Azam,Maan Gaye Mughal-e-Azam,hi,"When the Kalakar Theatre Company, a theatre group in Goa, attempts to stage a political drama, the local authorities close down the play and force them to perform a more traditional play, a stage version of Mughal-E-Azam. The company then discovers that an underworld don is engineering a bomb blast to shake confidence in the Indian government. The drama company forms a plan to save the entire city from the blast.","['Crime', 'Comedy']",[],"['Rahul Bose', 'Paresh Rawal', 'Mallika Sherawat', 'Kay Kay Menon', 'Tannaz Irani', 'Pavan Malhotra', 'Manoj Joshi', 'Viju Khote']",Sanjay Chel,2008-08-21,137,0.2995,4.5,2,0,0,['Venus Records & Tapes'],['India'],"['Hindi', 'Urdu']",/blnOfR0ZzzROF18NYysv4sIFDEU.jpg,Mission.... Mohabbat... Madness!,False
1327907,Aliya Basu Gayab Hai,Aliya Basu Gayab Hai,hi,"Ex-convicts Deepak Kumar and Vikram Singh abduct Aliya Basu, a rich man's daughter for ransom. But, Vikram is unaware that Deepak has a different plan.","['Crime', 'Mystery', 'Thriller']",[],"['Vinay Pathak', 'Raima Sen', 'Salim Diwan']",Preeti Singh,2024-08-09,103,0.3245,0.0,0,0,0,[],['India'],[],/pPbLh3EuvcGrxhpOMfK5XIUT1az.jpg,Have You Seen Her?,False
53284,Do Dooni Chaar,Do Dooni Chaar,hi,A middle-class father in India struggles through a series of unexpected events for upholding respect and smiles.,"['Drama', 'Comedy']",[],"['Rishi Kapoor', 'Neetu Singh', 'Aditi Vasudev', 'Archit Krishna', 'Supriya Shukla', 'Rajesh Vivek', 'Akhilendra Mishra', 'Natasha Rastogi', 'Mohit Chadda', 'Manju Bahuguna']",Habib Faisal,2010-10-08,111,0.3225,6.833,30,0,0,"['Planman Motion Pictures', 'Disney World Cinema']","['India', 'United States of America']",['Hindi'],/LeCB4YVGeabEEs0iuI4OapKrrX.jpg,Two Twos are Four,False
64109,Paanch,पांच,hi,Kidnapping plot gone wrong when four friends plans to kidnap their own friend who accidentally got killed.,"['Crime', 'Thriller']",['kidnapping'],"['Kay Kay Menon', 'Aditya Srivastava', 'Vijay Maurya', 'Tejaswini Kolhapure', 'Sharat Saxena', 'Abhinav Kashyap']",Anurag Kashyap,2003-09-21,158,0.3223,6.75,18,130000,0,"['Padmini Tele Media', 'Star Talash Promotions']",[],['Hindi'],/mMrZBw7KcotPHiSfB83MMhzdgS1.jpg,Avoid Life. It Kills You In The End.,False
393423,Laal Rang,लाल रंग,hi,"The lives and friendship of two men involved in blood theft and trading are affected by greed, girlfriends, cops and an unexpected death.","['Comedy', 'Crime', 'Drama', 'Thriller']","['love', 'criminal']","['Randeep Hooda', 'Pia Bajpiee', 'Rajneesh Duggal', 'Meenakshi Dixit', 'Akshay Oberoi', 'Ashutosh Kaushik', 'Rajendra Sethi']",Syed Ahmad Afzal,2016-04-22,147,0.3214,5.833,15,0,0,['Krian Media'],['India'],['Hindi'],/5koaZYQ0s63c7wlX6k75qS9QCpF.jpg,"All deeds, whether good or bad, must be done with honesty.",False
1066714,Main Atal Hoon,मैं अटल हूँ,hi,Statesman and poet Shri Atal Bihari Vajpayee's eloquence and vision shaped India's destiny. A look at his remarkable life as he led his country through a challenging period of change and development as the 10th Prime Minister of India.,['Drama'],"['propaganda', 'prime minister', 'controversy', 'biography', 'brainwashing', 'political', 'political drama', 'brain washing', 'indian film', 'bollywood', 'godi media', 'political agenda', 'tax free', 'tax relief', 'free publicity', 'atal bihari vajpayee', 'bharatiya janata party']","['Pankaj Tripathi', 'Piyush Mishra', 'Raja Rameshkumar Sewak', 'Daya Shankar Pandey', 'Pramod Pathak', 'Payaal Kapoor Nair', 'Harshad Kumar', 'Prasanna Ketkar', 'Harish Khatri', 'Paula McGlynn']",Ravi Jadhav,2024-01-19,139,0.3204,5.8,70,0,0,"['Bhanushali Studios', 'Legend Global Studio']",['India'],['Hindi'],/tBiTGjPXGXHpdyPRKSVfAYqxz6R.jpg,PM. Poet. Statesman.,False
627072,Axone,Axone,hi,"This bittersweet comedy follows North-east Indians in Delhi who are attempting to organize a wedding party, but soon find everything going wrong.","['Drama', 'Comedy']",[],"['Sayani Gupta', 'Lin Laishram', 'Dolly Ahluwalia', 'Jimpa Sangpo Bhutia', 'Lanuakum Ao', 'Adil Hussain', 'Merenla Imsong']",Nicholas Kharkongor,2019-10-02,96,0.3204,6.094,16,0,0,"['Saregama India', 'Yoodlee Films']",['India'],"['Hindi', 'English']",/qYXepvYtI1DHtCyZTff3UbHFhzg.jpg,A recipe for disaster,False
443366,Mera Lahoo,मेरा लहू,hi,"Widowed Avanti Singh lives in an Indian village along with her two sons Dharam and Govinda, and a married daughter.  Dharam marries Pavitra, who has a twin sister, Geeta, who meets and falls in love with fellow collegian Govinda. Pavitra has an admirer in Dhaneshwar, a local wealthy land owner and aspiring politician, but Pavitra shuns him.  Govinda and Pavitra share a special relationship and Dharam suspects them of having an affair, arguments ensue and Govinda leaves. He returns home to find that Avanti had prevented Dhaneshwar from molesting Pavitra, and Dharam, who went to avenge this humiliation, was killed. Enraged, Govinda rushes to kill Dhaneshwar, but ends up killing someone else instead, and is arrested and put in jail.  With Dharam dead and Govinda behind bars, Dhaneshwar seizes the opportunity and this time does molest Pavitra.  Who will avenge Pavitra and Dharam now?",['Drama'],[],"['Govinda', 'Gulshan Grover', 'Kimi Katkar', 'Huma Khan', 'Shivraj', 'Birbal', 'Shammi', 'Kirti Kumar', 'Sunil Dhawan', 'Rajkiran']",Veerendra,1987-03-13,135,0.3148,8.0,1,0,0,['Astavinayak Films'],['India'],['Hindi'],/fhIf9m3wE57hLZI6t3kNJxLKbp5.jpg,My Blood,False
977673,Thai Massage,Thai Massage,hi,"A typical middle-class 70-year-old widower, Atmaram Dubey, who has been celibate for decades, realises he will probably never have sex. This awakening catapults him into an outrageous journey of self-discovery defying societal norms.","['Comedy', 'Drama']",[],"['Gajraj Rao', 'Divyendu Sharma', 'Sunny Hinduja', 'Anil Charanjeett', 'Vibha Chibber', 'Rajpal Yadav', 'Chandan Anand', 'Anurita Jha', 'Alina Zasobina', 'Rajiv Nema']",Mangesh Hadawale,2022-11-11,120,0.3142,6.091,11,0,0,['Window Seat Films'],['India'],"['Russian', 'Thai', 'Hindi', 'English']",/rYPis1a03mHIIUXDScAKLHvEfBO.jpg,"Good men go to heaven, great men go to Thailand.",False
1336283,Tara And Akash: Love Beyond Realms,Tara And Akash: Love Beyond Realms,hi,"Tara, a spirited 22-year-old, defies her protective parents to embark on a solo trip to Switzerland, inspired by an old romance novel that comforted her after her grandmother's death.","['Drama', 'Romance', 'Fantasy']","['switzerland', 'romance', 'spirituality', 'extraterrestrial', 'free will', 'spiritual']",[],Srinivas Abrol,2025-09-26,127,0.314,0.0,0,0,0,['WFE Production'],['India'],"['English', 'Hindi']",/fY0XOGrpIiFrPBXnpLGvZttjoSX.jpg,Some bonds are written in eternity,False
